id,EC1,EC2
15132,0.39889398,0.83465505
15133,0.9091992,0.79325306
15134,0.9308026,0.7146405
15135,0.84223765,0.79968315
15136,0.7755233,0.6573287
15137,0.46821257,0.83619124
15138,0.8112923,0.58997494
15139,0.6972394,0.26229516
15140,0.94553196,0.76047695
15141,0.5755493,0.87841433
15142,0.9511791,0.825856
15143,0.5509485,0.9394515
15144,0.99555874,0.9982246
15145,0.61574936,0.78719676
15146,0.88795924,0.7881628
15147,0.48129582,0.85275525
15148,0.7224505,0.7381652
15149,0.9011753,0.79429543
15150,0.6914785,0.82873344
15151,0.78208166,0.79589003
15152,0.7860683,0.8472808
15153,0.82150817,0.73996085
15154,0.68724245,0.74683386
15155,0.7485674,0.7859452
15156,0.8951117,0.8860518
15157,0.8929188,0.72363126
15158,0.54501957,0.7529263
15159,0.80554366,0.7843917
15160,0.3092901,0.87444025
15161,0.5855029,0.82418424
15162,0.76099026,0.75798666
15163,0.8495485,0.8719473
15164,0.9503702,0.6043165
15165,0.807817,0.90253776
15166,0.8496535,0.7578581
15167,0.63748837,0.73735917
15168,0.8527742,0.80521995
15169,0.90744156,0.8237689
15170,0.9197575,0.84279865
15171,0.6415362,0.7617494
15172,0.34769356,0.91025454
15173,0.46922597,0.87452954
15174,0.47144148,0.86655957
15175,0.8164819,0.75199276
15176,0.640465,0.7913762
15177,0.6907761,0.9072664
15178,0.6168071,0.79126686
15179,0.8204768,0.7578924
15180,0.53864276,0.9735442
15181,0.4887948,0.7937638
15182,0.40687802,0.93364567
15183,0.52107996,0.7657809
15184,0.6528019,0.78501475
15185,0.5811466,0.8122442
15186,0.5803175,0.80194944
15187,0.9347514,0.68803424
15188,0.76083946,0.75783324
15189,0.6410239,0.7427926
15190,0.6590807,0.7880048
15191,0.8047483,0.78701156
15192,0.7984226,0.9353108
15193,0.8302088,0.622082
15194,0.6042794,0.75816524
15195,0.78928876,0.72812593
15196,0.87030333,0.8834429
15197,0.7081955,0.74297994
15198,0.5926073,0.78116465
15199,0.8656767,0.7522791
15200,0.44659293,0.81691897
15201,0.7836348,0.7655417
15202,0.8069863,0.7345866
15203,0.78560764,0.78867805
15204,0.7903877,0.8595646
15205,0.46129003,0.7882853
15206,0.60323924,0.7498834
15207,0.6707417,0.9694286
15208,0.30640313,0.8846601
15209,0.99987525,0.9992182
15210,0.75282604,0.7444095
15211,0.8836249,0.51690215
15212,0.7240808,0.7618843
15213,0.72135776,0.7237092
15214,0.44420713,0.75007176
15215,0.7430721,0.7506328
15216,0.84416485,0.7115304
15217,0.5408048,0.74930626
15218,0.7241769,0.8955381
15219,0.7418042,0.8301621
15220,0.4071694,0.23957795
15221,0.8283372,0.7096413
15222,0.49334246,0.89038366
15223,0.52535164,0.6323305
15224,0.53855944,0.8558481
15225,0.50151783,0.8750228
15226,0.5301291,0.6207321
15227,0.6983581,0.87820894
15228,0.2873644,0.8847095
15229,0.66557777,0.77525556
15230,0.85779923,0.8508012
15231,0.5846054,0.9513475
15232,0.46749285,0.8604584
15233,0.5968682,0.6290579
15234,0.56248367,0.75819314
15235,0.8375181,0.8489506
15236,0.8795524,0.8265257
15237,0.71100724,0.74421483
15238,0.59221166,0.90773004
15239,0.6051527,0.85480446
15240,0.795834,0.6759266
15241,0.81469893,0.7362053
15242,0.7441334,0.652177
15243,0.794273,0.7692884
15244,0.7478087,0.7592911
15245,0.91857535,0.8775866
15246,0.858273,0.7802233
15247,0.33598414,0.905186
15248,0.8508502,0.77624345
15249,0.8670283,0.81545377
15250,0.685825,0.90096694
15251,0.54913896,0.9676833
15252,0.55092025,0.8646352
15253,0.7211445,0.77153933
15254,0.45968935,0.83699596
15255,0.5722315,0.7839157
15256,0.65968955,0.76065457
15257,0.47979075,0.83932376
15258,0.8104308,0.7349308
15259,0.5703607,0.8543596
15260,0.93389285,0.7898545
15261,0.99973303,0.9964
15262,0.434869,0.9267981
15263,0.4705244,0.8102868
15264,0.0073117437,0.7459109
15265,0.89640105,0.7578572
15266,0.35748145,0.922422
15267,0.5833596,0.8517797
15268,0.5340344,0.9569042
15269,0.8833935,0.82620436
15270,0.9451468,0.8031594
15271,0.97117037,0.7399232
15272,0.20982265,0.8851777
15273,0.5798187,0.84392846
15274,0.79570854,0.5067552
15275,0.36525133,0.8081211
15276,0.57135504,0.75280225
15277,0.8890575,0.81106985
15278,0.67365503,0.8479148
15279,0.75645536,0.72555166
15280,0.6289013,0.8118737
15281,0.8214784,0.7277821
15282,0.38948175,0.90899384
15283,0.8178797,0.7807683
15284,0.43360144,0.82736534
15285,0.6672119,0.8513787
15286,0.942155,0.8009064
15287,0.45158997,0.80568933
15288,0.965823,0.7602305
15289,0.7023577,0.79549235
15290,0.55237234,0.8478357
15291,0.9383732,0.6312957
15292,0.62486225,0.78058267
15293,0.8510103,0.7810896
15294,0.38831896,0.8775804
15295,0.6129411,0.756028
15296,0.7691586,0.97146696
15297,0.9985333,0.7589215
15298,0.86359835,0.7738419
15299,0.8444116,0.8552166
15300,0.7903244,0.73810244
15301,0.07704255,0.99975294
15302,0.7612277,0.827056
15303,0.78040636,0.6109039
15304,0.8413545,0.72933465
15305,0.5612438,0.87924826
15306,0.6739602,0.7578593
15307,0.3156212,0.87033725
15308,0.16953027,0.9124058
15309,0.6268472,0.7734142
15310,0.9997191,0.76064026
15311,0.82503486,0.7556816
15312,0.85203195,0.77609646
15313,0.20646822,0.88902754
15314,0.4419953,0.7722817
15315,0.8166232,0.7965511
15316,0.6861169,0.78311425
15317,0.8054886,0.77411246
15318,0.8331259,0.80152625
15319,0.78790027,0.73960185
15320,0.7057887,0.7558279
15321,0.52291757,0.8601059
15322,0.53999865,0.80963403
15323,0.83719605,0.74319744
15324,0.8372147,0.9267774
15325,0.8710882,0.76889104
15326,0.71511024,0.7265216
15327,0.72239625,0.8858008
15328,0.88894475,0.6647923
15329,0.6944497,0.72952557
15330,0.83191407,0.78436536
15331,0.6010511,0.78301364
15332,0.56162256,0.7651251
15333,0.84183294,0.77283347
15334,0.8747006,0.8371475
15335,0.8502989,0.83952963
15336,0.96887773,0.8316447
15337,0.7868633,0.9243707
15338,0.6915133,0.8855381
15339,0.72329587,0.7579046
15340,0.9619716,0.90678847
15341,0.86082417,0.81954706
15342,0.3960571,0.7321597
15343,0.8994478,0.7287631
15344,0.40351257,0.8887554
15345,0.47709084,0.879892
15346,0.53836364,0.8525758
15347,0.51080984,0.7840668
15348,0.7793098,0.82136935
15349,0.8758689,0.75874186
15350,0.7921108,0.45904154
15351,0.56306034,0.78698355
15352,0.9151113,0.65170455
15353,0.7532465,0.75734913
15354,0.71696514,0.75336677
15355,0.9305279,0.7967754
15356,0.9866302,0.94107705
15357,0.72936827,0.6692168
15358,0.44314972,0.7483476
15359,0.8440296,0.7778933
15360,0.8503679,0.74193215
15361,0.7169136,0.8500687
15362,0.72521144,0.83724546
15363,0.81501293,0.72052664
15364,0.7676608,0.7677535
15365,0.50755507,0.90031475
15366,0.538325,0.7739086
15367,0.8966281,0.9108929
15368,0.82186675,0.8510121
15369,0.7632677,0.6336661
15370,0.7994512,0.8112756
15371,0.6781163,0.5149673
15372,0.8557516,0.8674452
15373,0.6584624,0.75773865
15374,0.4462385,0.83077615
15375,0.9957813,0.83346474
15376,0.7392145,0.67489904
15377,0.94605535,0.76368177
15378,0.27334958,0.8692722
15379,0.75807506,0.7813851
15380,0.87720734,0.7220669
15381,0.8469244,0.74453634
15382,0.6661725,0.7571879
15383,0.70358807,0.7743655
15384,0.62801963,0.8339577
15385,0.740206,0.5901006
15386,0.5345276,0.7691354
15387,0.42718288,0.7707538
15388,0.6114175,0.7877116
15389,0.54782665,0.8299558
15390,0.7977977,0.7837372
15391,0.9128969,0.75602067
15392,0.28580564,0.8401667
15393,0.6341563,0.77773786
15394,0.8682254,0.8057733
15395,0.72387314,0.7530468
15396,0.537067,0.81437
15397,0.45792723,0.876514
15398,0.57560027,0.8323232
15399,0.7777576,0.44239962
15400,0.76140034,0.7512495
15401,0.9125804,0.7322566
15402,0.6064307,0.7444997
15403,0.8890112,0.75672054
15404,0.8751991,0.8329589
15405,0.65236425,0.76903075
15406,0.80273545,0.85141903
15407,0.6036147,0.73924786
15408,0.89241225,0.8078245
15409,0.51577246,0.80080825
15410,0.7973578,0.73187625
15411,0.9013438,0.799252
15412,0.8713755,0.73558944
15413,0.71348834,0.78304464
15414,0.8632845,0.8185247
15415,0.94668615,0.7616957
15416,8.541017e-06,1.0
15417,0.92908794,0.80161303
15418,0.46561036,0.8568709
15419,0.7930314,0.7648763
15420,0.91042364,0.7884187
15421,0.8642114,0.82044303
15422,0.5221281,0.75689465
15423,0.81296873,0.8243988
15424,0.8588983,0.77194047
15425,0.8411742,0.7710956
15426,0.5298164,0.83865446
15427,0.8993998,0.86913854
15428,0.46143186,0.80623734
15429,0.7476614,0.7387327
15430,0.7172635,0.7476147
15431,0.8353271,0.76016396
15432,0.7972553,0.7399565
15433,0.80650955,0.7365235
15434,0.7824574,0.75773704
15435,0.32808903,0.8816327
15436,0.37747237,0.82311976
15437,0.7893219,0.7723604
15438,0.5366475,0.7884329
15439,0.392698,0.7920546
15440,0.71152604,0.7476846
15441,0.9253306,0.7539105
15442,0.87773013,0.72054315
15443,0.775638,0.78159046
15444,0.85832053,0.7614036
15445,0.79186,0.6147509
15446,0.5154686,0.7965588
15447,0.5115465,0.9143303
15448,0.90116876,0.6523591
15449,0.21942432,0.92103326
15450,0.58795977,0.84891057
15451,0.3799969,0.87148345
15452,0.79236716,0.4396737
15453,0.8507107,0.7868412
15454,0.83928394,0.7035766
15455,0.76190084,0.7804355
15456,0.90145105,0.7680071
15457,0.75677234,0.8225599
15458,0.87731534,0.65139943
15459,0.52527833,0.40840465
15460,0.84409827,0.75804806
15461,0.76653016,0.77081126
15462,0.7596325,0.8635305
15463,0.76939934,0.7568363
15464,0.41487062,0.8239174
15465,0.6928941,0.7547286
15466,0.773606,0.5549016
15467,0.46200645,0.8240106
15468,0.850335,0.49839288
15469,0.87695473,0.9900326
15470,0.6873186,0.8393773
15471,0.71059597,0.84290296
15472,0.78409034,0.8123931
15473,0.9983209,0.8072822
15474,0.76010954,0.71301496
15475,0.40032554,0.9262925
15476,0.603969,0.8079497
15477,0.48080367,0.75163203
15478,0.2817976,0.7906277
15479,0.4352333,0.8513369
15480,0.47389433,0.8566615
15481,0.94722265,0.8278731
15482,0.68953,0.8281225
15483,0.6954673,0.7677555
15484,0.5044718,0.823498
15485,0.78559804,0.81368834
15486,0.62560886,0.84534377
15487,0.75008476,0.7560371
15488,0.51498556,0.7714845
15489,0.8932457,0.80488133
15490,0.95275813,0.7751932
15491,0.23372956,0.81598777
15492,0.9127746,0.7739447
15493,0.6681306,0.748668
15494,0.63247794,0.7364372
15495,0.779476,0.8200065
15496,0.9190491,0.8047721
15497,0.85403216,0.78491753
15498,0.46565342,0.7161398
15499,0.77484214,0.76514846
15500,0.8669734,0.82508785
15501,0.8146184,0.7859518
15502,0.9479948,0.6498671
15503,0.87824285,0.8089057
15504,0.94252276,0.8302727
15505,0.52789056,0.8536921
15506,0.7395357,0.8095434
15507,0.5257524,0.8372872
15508,0.4478359,0.8093325
15509,0.785635,0.7791006
15510,0.32355857,0.8771311
15511,0.60168546,0.8575418
15512,0.94266766,0.96546257
15513,0.84858614,0.7790862
15514,0.82093704,0.7452123
15515,0.4497088,0.83584243
15516,0.9994042,0.6782079
15517,0.88360614,0.84503007
15518,0.2938061,0.87783647
15519,0.52463734,0.83386075
15520,0.9192536,0.9310926
15521,0.5476388,0.88786525
15522,0.9287466,0.78446627
15523,0.8392582,0.60016924
15524,0.803117,0.68994755
15525,0.7788176,0.760609
15526,0.71728283,0.7578565
15527,0.90364605,0.4435762
15528,0.5455077,0.8776701
15529,0.45771483,0.88469034
15530,0.724303,0.8019878
15531,0.7487124,0.5564086
15532,0.4668132,0.85255045
15533,0.7722255,0.7449845
15534,0.8643015,0.8661525
15535,0.474105,0.8466823
15536,0.27763864,0.87987953
15537,0.8974634,0.7338487
15538,0.7909101,0.74307424
15539,0.72949594,0.71628284
15540,0.77558607,0.8086973
15541,0.5438385,0.879451
15542,0.38739043,0.881867
15543,0.5846304,0.7806482
15544,0.76948893,0.7935099
15545,0.7620206,0.6412344
15546,0.864694,0.5166579
15547,0.7966066,0.7306339
15548,0.49557656,0.0069740945
15549,0.83567923,0.80953103
15550,0.99986225,0.9297526
15551,0.3800859,0.72668093
15552,0.7245301,0.7337346
15553,0.55026746,0.7823454
15554,0.3942831,0.87646073
15555,0.5474278,0.7454634
15556,0.9898509,0.80466783
15557,0.44290882,0.75355995
15558,0.83927536,0.7273293
15559,0.7899676,0.75917345
15560,0.98512524,0.99999934
15561,0.87100637,0.8046751
15562,0.27066118,0.8863946
15563,0.87126684,0.80967426
15564,0.4028519,0.8448644
15565,0.37369373,0.8667322
15566,0.8735156,0.8294492
15567,0.3911873,0.22211076
15568,0.5708432,0.7492399
15569,0.80654263,0.7921666
15570,0.45021218,0.8565736
15571,0.78574616,0.82718676
15572,0.63412255,0.7237173
15573,0.80777705,0.82007134
15574,0.78130335,0.62845176
15575,0.49454966,0.9177082
15576,0.7839111,0.8544154
15577,0.45824596,0.94496524
15578,0.6706299,0.75846857
15579,0.99786717,0.7825171
15580,0.91467196,0.7743421
15581,0.50573295,0.8357907
15582,0.39640215,0.76996076
15583,0.5510581,0.8488128
15584,0.89191717,0.7638841
15585,0.40713984,0.9958861
15586,0.8643437,0.8452373
15587,0.33630052,0.9419696
15588,0.7418392,0.755644
15589,0.46054867,0.92173564
15590,0.7708225,0.755742
15591,0.67557067,0.2189562
15592,0.82108736,0.71442074
15593,0.58788586,0.99542147
15594,0.78481853,0.7476186
15595,0.8849099,0.73860216
15596,0.53115416,0.861954
15597,0.74317497,0.8080936
15598,0.3607859,0.7945864
15599,0.3339852,0.7911729
15600,0.78552794,0.74356973
15601,0.7497685,0.80453587
15602,0.41443458,0.864678
15603,0.7392808,0.70578206
15604,0.7590471,0.7304479
15605,0.7836111,0.8433507
15606,0.45699006,0.84051055
15607,0.36450562,0.8280261
15608,0.7486345,0.7604913
15609,0.6933667,0.80066264
15610,0.89503527,0.9477558
15611,0.74197614,0.6419961
15612,0.8280981,0.80411816
15613,0.03497206,0.00043323194
15614,0.5692898,0.6053842
15615,0.80044174,0.7366911
15616,0.849043,0.7920302
15617,0.9629744,0.90411764
15618,0.8389715,0.78085375
15619,0.7615892,0.7826615
15620,0.78077346,0.7757472
15621,0.84421337,0.7877851
15622,0.79947054,0.7262266
15623,0.61690676,0.7401027
15624,0.7649356,0.7848719
15625,0.6498979,0.77988034
15626,0.9098749,0.80325925
15627,0.47160476,0.82506186
15628,0.61574,0.7918297
15629,0.47374323,0.74612224
15630,0.0949404,0.9994179
15631,0.74202096,0.7816276
15632,0.33171877,0.8544621
15633,0.8229384,0.8594459
15634,0.67532074,0.79358935
15635,0.6089373,0.770172
15636,0.6336466,0.758981
15637,0.9987526,0.8338639
15638,0.34012315,0.94322205
15639,0.7910741,0.6451634
15640,0.5057907,0.7757842
15641,0.15887855,0.9248815
15642,0.77812064,0.77021414
15643,0.5073028,0.8688602
15644,0.7332097,0.7895306
15645,0.9040553,0.7678243
15646,0.74139774,0.78792167
15647,0.8830954,0.81843746
15648,0.6247872,0.77682
15649,0.4982112,0.80985445
15650,0.4773857,0.7764703
15651,0.71779716,0.7844962
15652,0.50267434,0.84864575
15653,0.72157377,0.8222407
15654,0.7154939,0.7736961
15655,0.45345458,0.88299614
15656,0.98278147,0.65829396
15657,0.43766442,0.7890831
15658,0.7149962,0.7374897
15659,0.6003484,0.7772877
15660,0.22302966,0.89111763
15661,0.67175883,0.7577307
15662,0.9572265,0.9999969
15663,0.6214378,0.7512506
15664,0.79265046,0.7671394
15665,0.79751843,0.8052359
15666,0.84797984,0.7707209
15667,0.8395705,0.78567815
15668,0.5097475,0.702568
15669,0.5874317,0.9082734
15670,0.8391256,0.7734433
15671,0.93462604,0.644224
15672,0.47456568,0.9204958
15673,0.5303461,0.9510976
15674,0.6462248,0.766576
15675,0.8349775,0.7315807
15676,0.77550715,0.7579578
15677,0.6015109,0.7589625
15678,0.87679887,0.73894185
15679,0.66575974,0.758083
15680,0.5613134,0.86810005
15681,0.49665585,0.8531979
15682,0.81811893,0.7975485
15683,0.6250466,0.90715146
15684,0.86227,0.8083217
15685,0.88972175,0.7164814
15686,0.5711213,0.74059325
15687,0.97762513,0.5903429
15688,0.9184001,0.99462444
15689,0.8229706,0.7937554
15690,0.53727335,0.916928
15691,0.7470602,0.725444
15692,0.13389322,0.0018106255
15693,0.4162779,0.8672856
15694,0.48806545,0.81286967
15695,0.437527,0.8435296
15696,0.52910435,0.7251675
15697,0.9325334,0.8336927
15698,0.941192,0.84914666
15699,0.8823308,0.66063523
15700,1.0,1.796659e-06
15701,0.3607097,0.91576594
15702,0.4101174,0.84149605
15703,0.9080926,0.7540804
15704,0.7889334,0.63955694
15705,0.63089544,0.8195636
15706,0.67038244,0.95256644
15707,0.87338257,0.8518661
15708,0.62063277,0.7581511
15709,0.8899828,0.95151526
15710,0.9898095,0.8073968
15711,0.8230706,0.7292068
15712,0.7858802,0.75148875
15713,0.82319474,0.7991006
15714,0.6830478,0.7971809
15715,0.9347414,0.7954967
15716,0.8978075,0.79690146
15717,0.9180996,0.7694102
15718,0.69444644,0.7591723
15719,0.7993318,0.7553231
15720,0.5967593,0.91970533
15721,0.7641982,0.763734
15722,0.69357336,0.7737017
15723,0.7477869,0.7544765
15724,0.6082469,0.74842906
15725,0.7835174,0.7216105
15726,0.9304278,0.7959139
15727,0.7266351,0.7582839
15728,0.67459416,0.8449887
15729,0.95384836,0.79462564
15730,0.6847977,0.75453275
15731,0.49580824,0.7715995
15732,0.8483172,0.7055586
15733,0.9165515,0.9579316
15734,0.5994086,0.7613342
15735,0.87033087,0.7992215
15736,0.8407712,0.78705996
15737,0.7364533,0.74471396
15738,0.695788,0.8633016
15739,0.6319853,0.7670518
15740,0.8115008,0.73849684
15741,0.088308215,0.98869514
15742,0.4643798,0.8836655
15743,0.37079823,0.84478736
15744,0.7085566,0.80292165
15745,0.5337975,0.83091116
15746,0.7982992,0.7157423
15747,0.9436025,0.83219165
15748,0.71339667,0.66335315
15749,0.8188789,0.8123418
15750,0.9481892,0.85290647
15751,0.7757621,0.75896883
15752,0.6025208,0.8261823
15753,0.85409665,0.76758957
15754,0.9549907,0.88846517
15755,0.8553268,0.79164666
15756,0.16314468,0.90253425
15757,0.8348655,0.8341012
15758,0.6682446,0.7579639
15759,0.88004357,0.96342146
15760,0.80873746,0.73433197
15761,0.7788063,0.8062793
15762,0.71038765,0.71362627
15763,0.47669291,0.8591649
15764,0.91181964,0.83751464
15765,0.73197395,0.81744516
15766,0.55823076,0.8293346
15767,0.62634647,0.78406525
15768,0.583614,0.82440877
15769,0.894211,0.8289546
15770,0.7208193,0.7452896
15771,0.43207794,0.85655516
15772,0.88851506,0.752836
15773,0.8159417,0.82525766
15774,0.7874891,0.7348881
15775,0.80139375,0.7390344
